,text
147,"📌📢대구 수성구에 거주하는 2004년생 현 고2생이 청원한 백신패스 반대 2차 청원이 오늘(2021.12.6) 오후7시4분 현재 264,951명이 동의해 답변 요건을 충족했고, 일반언론에도 보도되고 있습니다.

국민인권 침해하는 일방적인 백신패스가 강행되지 않도록 청원에 동의해 주
https://t.co/TZ28x0REJT https://t.co/eTe66GY23b"
148,"무능한 것들... ""위드 코로나""는 뭐 얼어죽을... 이게 대체 뭐냐? 관리도 못하는 것들이 표만 받자고 국민들 목숨을 담보로 장난질이나 치고...  신규확진 7000명 안팎, 걷잡을 수 없다 (출처 : 동아일보 | 네이버 뉴스) https://t.co/8Ryj28mSSY"
149,찾아가는 백신?ㅋㅋㅋㅋ 그냥 위드코로나를 중지하셈 https://t.co/PgjNBuQn3z
150,저희 아빤 확진자 두명과 식사까지 했는데 일상생활하고 일주일 뒤에 검사만 받으라고 지침 내려왔어요. (물론 2차 접종까지 완료)초밀접접촉자라도 다들 위드코로나라서 일상생활 바로 돌아간다는걸 이번 기회에 알게 되었습니다. + 확진자 급증으로 인력 부족해 역학조사 제대로 안된다는 것도..
151,아니 왜 미접종자들은 백신패스가 지들의 자유를 제한한다고 그러는걸까 걍 안맞고 안돌아다니거나 맞고 일상생활하던가 둘 중하나인데 ㅋㅋ 안아키는 해외나국내나 똑같네 흠
152,@sxxfl0wer 패스관 말고 그냥 일반이라고 해야되나 그런곳 있는데 거기 가면 백신 안맞아도 될껄?
153,아 방역패스가 백신패스인가 ㅋㅋㅋ 왜 햇갈리게 단어를 자꾸 바꿔
154,@luvmde 나 1차만 맞아서 、、 근데 관이 백신패스관、、
155,@jjjjj_1235 (백신 맞으면 코로나 증상이 훨씬 덜하다는 점은 차치하고) 백신때문에 본인 건강에 문제 생길 것도 싫고 백신패스때문에 본인 자유에 문제생기는 것도 싫으신 분이 왜 다른 사람의 건강과 자유는 고려하지 못하시는 걸까요?
156,"그래서 윤석렬은
백신패스 찬성이야 반대야?
왜 노선을 확실히 안해?
내가 그놈에 백신땜에 지지도 접었는데
당신도 같은 생각이면 더 확실히 까게
백신에대해 당신 생각을 말하라고~
#백신패스반대"
157,상황 이렇게 되기전에 백신패스 회차 미리 만들어둔 엥개 짱이네 ㅋㅋㅋ
158,"12월 08일 10시 (12월 08일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 63 명
[재원 위중증] 840 명
[신규 입원자] 860 명
[오늘 확진자] 7,175 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
159,@yonhaptweet 백신 패스 아니었으면 없었을 일...
160,위드 코로나 중단…사적모임 인원 축소·식당 및 카페 방역패스 적용 (출처 : 매일신문 | 네이버 뉴스) https://t.co/HZubdAAVoh
161,"방역이 목적이 아닌, 백신 떨이가 목적. 지금 당장 병상을 확보하고 방역에 매신 해도 사망자 줄이기 힘든 상황인데, 백신 팔이나 할 정도로 정부가 한가한가? 아니다. 그 책임 추궁 여론을 애들 방역패스 논란으로 잠재우자는 수작. 현실 악마가 존재한다면. 문통. 문정부"
162,"@thatsunie 접종완료 80퍼를 돌파했는데 왜 이 모양일까요? 
오미크론 최초 감염자도 접종 완료자죠. 
미접종보다는 사회적 거리두기 부족이라고 보시는 게 맞을듯합니다. 

그리고 왜 보살이냐 하면 백신 패스로 인해 손해를 보고 있잖아요. 반면 접종자들은 노래방, 사우나 등을 돌아다녀도 되죠."
163,"백신패스..
난 관극을 포기할란다..
목숨걸고 백신을 맞을 수도 없고..
관극 갈때마다 어떻게 검사를 받아?
그냥 내가 관극을 포기할래.. 힘들다.."
164,"식당·카페를 비롯해 학원, PC방, 영화관, 공연장, 도서관, 독서실, 스터디카페, 박물관, 미술관 등을 이용할 때는 백신 접종완료일로부터 2주(14일)가 지났다는 증명서나 PCR 음성확인서가 필요하다.
다만 미접종자라도 식당이나 카페를 혼자 이용할 경우에는 예외로 두고 방역패스를 적용하지 않는다. https://t.co/wNhmjZltP6"
165,이거면 2연석도 안 되는 거 아냐 백신패스 없으면ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
166,백신패스관 취식은 금지됐는데 띄어앉기는 미적용이네...
167,@kkokkokko0117 ㅎㅎ... 이쯤되면 누굴 위한 백신 패스인가를 좀 의심하게 되네요.. 터진 쪽이나 제대로 잡지.... 백신이 만능이면 다들 맞겠지만 진짜 뭐 임상실험도 제대로 다 안 거치고 나온 것을 강요하는 건... 그것도 1차 맞고서 부작용 온 사람들도 많은데ㅜ.. 안맞으려고 안맞는것도 아니고...ㅜㅜ
168,11월부터 위드코로나… 하필 할로윈 다음날 ㅋㅋ 생각을 못한 걸까 거리두기일 때도 롯데월드 가고 그러는 사람 많았는데… 모를 수가 없을 텐데 https://t.co/x0pZAGnnTJ
169,"와 우리나라 큰일났네
선진국은 선진국이야 미국은
백신접종률 50%대임
우리나란 애들까지 다 맞출판이구나
개등신같은 이나라 빨리 떠야지
후보들도 하나같이 기대도없음
다 머저리들같고 백신패스 반대할줄도모름
#백신패스반대 https://t.co/oc9TXh70CV"
170,@ffuzzyfluffy 백신패스관인진 모르겠어요 제가 또 가짜뉴스 퍼뜨릴뻔... https://t.co/MnTQIt77nR
171,@SBS8news 위드코로나
172,백신패스 무효?? 헤......
173,"내 티켓이 없는건 슬프지만 띄어앉기가 좋은 사람은 백신패스 100% 입장이 좋으면서 싫음,,ㅎ ㅎ"
174,@calIingmyname_ 와 지이이이이이이이인짜 너무해 나 이번 주 목욜부터 백신 패스인데
175,애초에 일상적 단계회복 운운부터가 시기상조. 그런건 격리가 필요없고 독감처럼 그냥 앓고 지나갈 정도일 때 시작해야지 인간들 개념도 없는데 위드 코로나 지랄하니까 지금 일일 확진 5천 찍고 변이 퍼지는 상황 보라고. 그 부담을 지금처럼 오롯이 의료진에게 지울 생각하니 진짜 진절머리난다.
176,2월쯔음 다시 위드코로나 하고 일단 말려
177,백신을 누구보다 불신하던 친구들이 학원에 백신패스 적용한다니까 다들 맞는 분위기다. 사교육을 받을 수 있게 해주는 것이 인센티브로서 잘 작용하는 것은 참 불행한 일이 아닐 수 없다.
178,"12월 08일 18시 (12월 08일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 63 명
[재원 위중증] 840 명
[신규 입원자] 860 명
[오늘 확진자] 7,175 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
179,"12월 06일 02시 (12월 05일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 43 명
[재원 위중증] 744 명
[신규 입원자] 800 명
[오늘 확진자] 5,128 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
180,"@Nemo_LOL_ 나 지하철역 앞에서 백신거부자들 모여서 확성기로 시위하더라 ㅋㅋ 백신패스는 차별이라고
어이없어서 한소리하고싶었음
맞은 사람들은 부작용 안무서운줄 아나 😑"
181,"- 소아·청소년 접종률 높이려면 백신 안전성 입증이 중요
.
- 안전성 우려 해소 않고 압박행정시 반감만 불러일으켜
.
- ‘찾아가는 학교 단위 백신 접종’ 추진 중단해야
.
- 청소년 방역 패스 적용은 실질적 백신 접종 강요, 재검토해야"
182,자영업대표가 백신패스에 불만을 얘기하는거보고 참 의아했는데 생각해보니 백신을 안맞고 버티는 인간들이니 거리두기따위 우습게 여길것이고 그런 인간들이 영업장에 많은건가..그래서 자영업자들은 그들이 그렇게나 소중한가?
183,2차 접종 이후 180일 지나가면 백신패스 무효화가 무슨 소리야 그럼 그때부터는 백신을 맞앗어도 pcr검사를 해야한단 소리야?
184,위드코로나 할 때 부터 알아봤다 시발
185,"12월 06일 19시 (12월 06일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 41 명
[재원 위중증] 727 명
[신규 입원자] 681 명
[오늘 확진자] 4,325 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
186,저는 백신패스에 대해 불만을 가지고 있습니다.코로나 창궐 이후 계속해서 피해가 늘어가니 막으려 하는 취지는 좋습니다. 하지만! 백신 초기만 해도 접종률 80%를 목표로 해 어른들은 이 악물고 부작용을 참아가며 대한민국 코로나19 백신 접종률은 마침내 80%를 넘어섰습어요. 그럼에도 불구하고
187,백신패스 식당 일하시는 분들은 상관 없대 아니 직원들이 맞아야하는거 아니야???
188,"방역패스 확대에 불만이 많다는 기사들이 나오던데 지금은 그런 투정이나 받아들일 수 있는 상황이 아닙니다.

이번 겨울 어떻게서든 버티려면 백신 접종부터 챙기세요."
189,[포토뉴스] 5일 오전 11시 실내체육시설 불평등 백신패스 규탄 집회 https://t.co/sdpmKNVMbF
190,"@itisthetop 그 동네는 위드코로나라기 보다는 바이러스가 통제의 영역을 벗어나서 그냥 손 놓은거 아닌지 싶습니다..
감기라기에 초기 코로나는 좀 증상이나 후유증이 심하게 오는게 많았던거 같습니다.. 지금이야 약해졌다지만"
191,방역패스 일침은 개뿔 부스터샷 많이 맞아라 정도를모르네 백신찌르는거 맡겨놓은놈들처럼
192,@sideeffectsof_U 온갖군데 백신패스.. 너무한거 같아요
193,@walpurgisfox 맞아요.. 당연히 못 맞을 수 있죠.. 저야 부작용이 그냥 소화기능이 떨어지는거고 그거로 한 3주 고생했는데 그거랑 심혈관쪽 그런건 전혀 다른거니까.. 근데 나는 부작용이라고 생각하는데 청에서 아니라고 했으면 거기랑 싸우면 될것이지 뭐 인정도 안해주면서 추가접종을 강요받는다느니 백신패스
194,난 백신패스 대찬성😊
195,백신패스관 딱 한번 가봤고 사람 별로 없긴 했는데 혹시나 하는 생각에 영화 초반에 오징어다리 다 먹어치우고 결국 끝날때까지 마스크 쓰고 봤던 경험을 생각해볼 때(백신이 완벽하게 막아주는 게 아니니까) 집단감염까지 발생했다면 충분히 없어질만한 것 같다;
196,"고령층 대상 추가접종 지원이 확대됩니다!

📢전국 지자체 '방문 접종팀' 확대 편성
📢시설별 전담 공무원제 운영
📢요양병원과 요양 시설 대상 추가접종 지원

단계적 일상 회복이 안정화 될 수 있도록
행안부가 함께하겠습니다.

자세한 내용은 카드뉴스 확인👉 https://t.co/EA5ILbO1jQ"
197,"코로나 확진자 5천명 돌파
이런날이 오네😭
위드코로나라지만 바이러스랑 같이 살진말자

Butter - BTS 🧈🧈🧈
#BTS_Butter #BUTTER
#방탄소년단 #BTS 
#BTSARMY @BTS_twt"
198,백신패스(일명 방역패스) 다시 한 번 결사 반대합니다 &gt; 대한민국 청와대 https://t.co/fYvqyrSO0E
199,"결국 5,000명대..위드코로나 멈추나 https://t.co/bTGMiguiOG"
200,"백신 미접종자, ‘혼밥’은 봐준다... 방역패스, 11세 이하는 예외 (출처 : 조선일보 | 네이버 뉴스) https://t.co/dY5REIx0Sn 

우한바이러스, the 아싸메이커..."
201,"공연장 백신패스 증명서를 둘 다 준비하란거야? 어쩌란겨,,"
202,백신패스 적용 첫날인데 식당에 별 일 없었는지 엄마한테 확인 전화했는데 손님이 없었대…… 훌쩍😢
203,아니 외식에도 백신패스는 너무하잖아...
204,"ㅇ ㅏ 18세 이하는 백신 아직 안 맞으신분들 많으니 적용안되고(2003년생(19살)부턴 백신패스 적용됨) 인원에만 산정됩니다. 
말인즉슨 18세이하는 백신 미접종자도 4인모임은 가능 5인이상은 안됨니다 신고당해서 벌금무실수도 있어요..."
205,걍 언론에서 위드코로나 하도 외쳐서 내가 더 우울한거같아 ㅋㅋㅋㅋ 하도 죽는소리하니까
206,"아 해투가 해외투어구나 난 해피투게더,, 그런거 위드코로나 같은겅줄 아..!"
207,"""지난 1일 기준 우리나라의 코로나19 치명률(11월21일 이전 1주일 확진자 수 대비 12월1일 이전 1주일 사망자 수)은 1.46%로 주요 국가(미국, 일본, 독일, 영국, 싱가포르)와 견줘 가장 높았다"" ‘위드 코로나’ 이후 한국만…‘치명률 역주행’ https://t.co/pCoCOV5f3d"
208,기레기놈들아 위드 코로나야. 환자 늘어나는거 당연한거지 또 호들갑 떤다. 개 쓰레기들
209,다행히 백신패스관은위에있고 확진자가다녀간시간대는 아예달라서 다행임
210,"20년지기 친구들도 ""모임 오지 마""..백신패스에 '부글부글' 

""7명이 모이는데 나 빼고 모두 접종자라 친구들이 '나만 오지 말라'고 말하더라""

미접종자 1명 포함은 가능한건데 너 같은 놈은 만나기 싫다는 뜻이야. 이게 백신패스랑 뭔 상관 https://t.co/OBtgkRayJs"
211,“백신 안 맞으면 공부할 권리도 뺏나” 방역패스에 학부모 뿔났다 https://t.co/h1op2wlI8f
212,"고등학생이 K방역 비판하면서 백신패스 폐기하고 백신 미접종 권리를 보장하라며 청원을 올렸대.
얘가 제대로 경험한 정권이 몇 개나 될까?
'살려야 한다'시절엔 초딩이었어서 잘 모르는걸까"
213,생각해보니 3월에 콘서트할때 방역패스 적용할거같은 느낌이 ㅡㅡ 의미없는 백신 나 또맞기싫은데...
214,"내눈엔 '백신 맞아도 돌파감염에 걸리지만 우리 말 잘 들은 너네들은 방역패스에 있어 혜택을 줄게' 이거임, 확산세를 감소시키기 위한 방역이 아니라"
215,학원발 없고 백화점. 식당 어쩌고 하는데. 잊우셨나 보네  스터디 카페. 학원. 발 계속 있었음.  태권도장은 집답감염도 있었고. 영어학원발도 많았음. 백신패스 논란 해외에서도 많고 우리나라도 많은 거 아는데. 그럼 대안이라도 내놓고 반대하든가.
216,더데빌 백신패스로 취소되는 기간 중에는 예매처에서 직접 취소해도 수수료 부과없이 취소됩니다◡̈ https://t.co/u6QmfdGIDU
217,다음주부터 휴간데 거리두기터지게생겼네 위드코로나 ㅇㅈㄹㅋㅋㅋ
218,"위드코로나인가 뭔가 gr을 떨어샀더니 확진자 6천명 가까이 폭증했네!

미친것들 욕이 절로나온다.

애초에 질병명에 위드가 가당키나한 단어인가?
위드암 위드폐렴 위드독감...
생각을 해봐라 그게 옳은 표현인지!
위드코로나 작명하고 계획한 인간이 궁금하다! 😡"
219,"12월 05일 07시 (12월 04일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 70 명
[재원 위중증] 752 명
[신규 입원자] 626 명
[오늘 확진자] 5,352 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
220,백신패스관은 단계 격상되어도 ㄱㅊ으려나
