,han_text
167, ㅎㅎ 이쯤 되면 누굴 위한 백신 패스인가를 좀 의심하게 되네요 터진 쪽이나 제대로 잡지 백신이 만능이면 다들 맞겠지만 진짜 뭐 임상실험도 제대로 다 안 거치고 나온 것을 강요하는 건 그것도 차 맞고서 부작용 온 사람들도 많은데ㅜ 안 맞으려고 안 맞는 것도 아니고ㅜㅜ
168,월부터 위드 코로나 하필 핼러윈 다음날 ㅋㅋ 생각을 못 한 걸까 거리두기일 때도 롯데월드 가고 그러는 사람 많았는데 모를 수가 없을 텐데 
169,와 우리나라 큰일 났네 선진국은 선진국이야 미국은 백신 접종률 대임 우리 나란 애들까지 다 맞출 판이구나 개 등신 같은 이 나라 빨리 떠야지 후보들도 하나같이 기대도 없음다 머저리들 같고 백신 패스 반대할 줄도 모름 백신 패스 반대
170, 백신 패스 관인진 모르겠어요 제가 또 가짜 뉴스 퍼뜨릴 뻔
171, 위드 코로나
172,백신 패스 무효 헤
173,내 티켓이 없는 건 슬프지만 띄어앉기가 좋은 사람은 백신 패스  입장이 좋으면서 싫음ㅎ ㅎ
174, 와 지이 이이 이이 이이인 짜 너무해 나 이번 주 목요일부터 백신 패스인데
175,애초에 일상적 단계 회복 운운부터가 시기상조 그런 건 격리가 필요 없고 독감처럼 그냥 앓고 지나갈 정도일 때 시작해야지 인간들 개념도 없는데 위드 코로나 지랄하니까 지금 일일 확진 천 찍고 변이 퍼지는 상황 보라고 그 부담을 지금처럼 오롯이 의료진에게 지울 생각하니 진짜 진절머리 난다
176,월 쯔엉 다시 위드 코로나 하고 일단 말려
177,백신을 누구보다 불신하던 친구들이 학원에 백신 패스 적용한다니까 다들 맞는 분위기다 사교육을 받을 수 있게 해주는 것이 인센티브로서 잘 작용하는 것은 참 불행한 일이 아닐 수 없다
178,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
179,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
180, 나 지하철역 앞에서 백신 거부자들 모여서 확성기로 시위하더라 ㅋㅋ 백신 패스는 차별이라고 어이없어서 한 소리 하고 싶었으면 맞은 사람들은 부작용 안 무서운 줄 아나 
181, 소아청소년 접종률 높이려면 백신 안전성 입증이 중요 안전성 우려 해소 않고 압박 행정 시 반감만 불러일으켜 찾아가는 학교 단위 백신 접종 추진 중단해야 청소년 방역 패스 적용은 실질적 백신 접종 강요 재검토해야
182,자영업 대표가 백신 패스에 불만을 얘기하는 거 보고 참 의아했는데 생각해보니 백신을 안 맞고 버티는 인간들이니 거리두기 따위 우습게 여길 것이고 그런 인간들이 영업장에 많은 건가 그래서 자영업자들은 그들이 그렇게나 소중한가
183,차 접종 이후 일 지나가면 백신 패스 무효화가 무슨 소리야 그럼 그때부터는 백신을 맞았어도 검사를 해야 한단 소리야
184,위드 코로나 할 때부터 알아봤다 시발
185,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
186,저는 백신 패스에 대해 불만을 가지고 있습니다 코로나 창궐 이후 계속해서 피해가 늘어가니 막으려 하는 취지는 좋습니다 하지만 백신 초기만 해도 접종률을 목표로 해 어른들은 이 악물고 부작용을 참아가며 대한민국 코로나 백신 접종률은 마침내를 넘어섰습어요 그럼에도 불구하고
187,백신 패스 식당 일하시는 분들은 상관없대 아니 직원들이 맞아야 하는 거 아니야
188,방역 패스 확대에 불만이 많다는 기사들이 나오던데 지금은 그런 투정이나 받아들일 수 있는 상황이 아닙니다 이번 겨울 어떻게서든 버티려면 백신 접종부터 챙기세요
189,포토뉴스 일 오전 시 실내체육시설 불평등 백신 패스 규탄 집회 
190, 그 동네는 위드 코로나라기보다는 바이러스가 통제의 영역을 벗어나서 그냥 손 놓은 거 아닌지 싶습니다 감기라기에 초기 코로나는 좀 증상이나 후유증이 심하게 오는 게 많았던 거 같습니다 지금이야 약해졌다지만
191,방역 패스 일침은 개뿔 부스터 샷 많이 맞아라 정도를 모르네 백신 찌르는 거 맡겨놓은 놈들처럼
192, 온갖 군데 백신 패스 너무한 거 같아요
193, 맞아요 당연히 못 맞을 수 있죠 저야 부작용이 그냥 소화 기능이 떨어지는 거고 그거로 한 주 고생했는데 그거랑 심혈관 쪽 그런 건 전혀 다른 거니까 근데 나는 부작용이라고 생각하는데 청에서 아니라고 했으면 거기랑 싸우면 될 것이지 뭐 인정도 안 해주면서 추가접종을 강요받는다느니 백신 패스
194,난 백신 패스 대찬성
195,백신 패스 관 딱 한 번 가봤고 사람 별로 없긴 했는데 혹시나 하는 생각에 영화 초반에 오징어 다리다 먹어치우고 결국 끝날 때까지 마스크 쓰고 봤던 경험을 생각해볼 때 백신이 완벽하게 막아주는 게 아니니까 집단감염까지 발생했다면 충분히 없어질만한 것 같다
196,고령층 대상 추가접종 지원이 확대됩니다 전국 지자체 방문 접종팀 확대 편성 시설별 전담 공무원제 운영 요양병원과 요양 시설 대상 추가접종 지원 단계적 일상 회복이 안정화될 수 있도록 행안부가 함께하겠습니다 자세한 내용은 카드 뉴스 확인 
197,코로나 확진자 천명 돌파 이런 날이 오네 위드 코로 나라지만 바이러스랑 같이 살진 말자    방탄소년단   
198,백신 패스일 명 방역 패스 다시 한 번 결사반대합니다  대한민국 청와대 
199,결국 명대 위드 코로나 멈추나 
200,백신 미접종자 론 밥은 봐준다 방역 패스 세 이하는 예외 출처  조선일보  네이버 뉴스  우한 바이러스  아 싸매 이 커
201,공연장 백신 패스 증명서를 둘 다 준비하란 거야 어쩌란 겨
202,백신 패스 적용 첫날인데 식당에 별일 없었는지 엄마한테 확인 전화했는데 손님이 없었대 훌쩍
203,아니 외식에도 백신 패스는 너무하잖아
204,ㅇ ㅏ 세 이하는 백신 아직 안 맞으신 분들 많으니 적용 안되고 년생 살부턴 백신 패스 적용됨 인원에만 산정됩니다 말인즉슨 세이 하는 백신 미접종자도 인모임은 가능 인 이상은 안됩니다 신고당해서 벌금 무실 수도 있어요
205,그냥 언론에서 위드 코로나 하도 외쳐서 내가 더 우울한 거 같아 ㅋㅋㅋㅋ 하도 죽는 소리 하니까
206,아 해투가 해외 투어구나 난 해피투게더 그런 거 위드 코로나 같은 건 줄 아
207,지난 일 기준 우리나라의 코로나 치명률 월일 이전 주일 확진자 수 대비 월일 이전 주일 사망자 두 은로 주요 국가 미국 일본 독일 영국 싱가포르와 견줘 가장 높았다 위드 코로나 이후 한국만 치명률 역주행 
208,기리기 놈들아 위드 코로나야 환자 늘어나는 거 당연한 거지 또 호들갑 떤다 개 쓰레기들
209,다행히 백신 패스 관운 위에 있고 확진자가 다녀간 시간대는 아예 달라서 다행임
210,년 지기 친구들도 모임 오지 모 백신 패스에 부글부글 명이 모이는데 나 빼고 모두 접종 자라 친구들이 나만 오지 말라고 말하더라 미접종자 명 포함은 가능한 건데 너 같은 놈은 만나기 싫다는 뜻이야 이게 백신 패스랑 뭔 상관 
211,백신 안 맞으면 공부할 권리도 뺏나 방역 패스에 학부모 뿔났다 
212,고등학생이 방역 비판하면서 백신 패스 폐기하고 백신 미접종 권리를 보장하라며 청원을 올렸대 얘가 제대로 경험한 정권이 몇 개나 될까 살려야 한다 시절엔 초등학생이었어서 잘 모르는 걸까
213,생각해보니 월에 콘서트할 때 방역 패스 적용할 거 같은 느낌이 ㅡㅡ 의미 없는 백신 나 또 맞기 싫은데
214,내 눈엔 백신 맞아도 돌파 감염에 걸리지만 우리 말 잘 들은 너네들은 방역 패스에 있어 혜택을 줄게 이거임 확산세를 감소시키기 위한 방역이 아니라
215,학원 말 없고 백화점 식당 어쩌고 하는데 잊으셨나 보네  스터디 카페 학원 발 계속 있었음  태권도장은 집 답 감염도 있었고 영어학원 발도 많았음 백신 패스 논란 해외에서도 많고 우리나라도 많은 거 아는데 그럼 대안이라도 내놓고 반대하든가
216,더 데빌 백신 패스로 취소되는 기간 중에는 예매처에서 직접 취소해도 수수료 부과 없이 취소됩니다 
217,다음 주부터 휴간데 거리두기 터지게 생겼네 위드 코로나 ㅇㅈㄹㅋㅋㅋ
218,위드 코로나 인가 뭔가 을 떨어샀더니 확진자 천명 가까이 폭증했네 미친 것들 욕이 절로 나온다 애초에 질병명에 위드가 가당키나 한 단어 인가 위드 암 위드 폐렴 위드 독감 생각을 해봐라 그게 옳은 표현인지 위드 코로나 작명하고 계획한 인간이 궁금하다 
219,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
220,백신 패스 관운 단계 격상되어도 ㄱㅊ으려나
221,그렇지만 괜찮아 이제 백신패스관에서도 다시 취식 못하니까 ㅎㅎ
222,청소년 방역 패스 학원 크리스마스 전까지 백신 맞아야 청소년 학원 방역 패스 적용 커지는 반발 출처  평화실 화연  블로그 청소년 방역 패스 학원 크리스마스 백신
223,정부는 준비되지 않은 위드 코로나 실패를 인정하고 멈춰야 한다
224,그거 생각난다 콘서트 취소되면 위드 코로나가 아니라 위드 불바다가 될거라는거ㅋㅋㅋㅋㅋㅋㅋ취소되면 가만 안도 인간들아
225,장염이 거의 다 나은 거 같다고 함 물론 나를 잘 알기에 바로 막 먹진 않고 단계적 일상 회복을 해야겠지만 기분은 매우 좋음 물론 유튜브에 찜 해놓고 가봐야 할 식당이 개는 넘었지만
226,전입신고도 인터넷으로 해서 이제서야 주소변경 스티커도 붙이고 백신 패스 스티커도 붙였다 
227,아무리 봐도 백신 패스는 미친 거 같다 대학 친구 실려간 거 들은 게 있으니 더 무서움 게다가 이걸 강제화 시키니 나라를 아주 개판으로 만드네 회사도 그렇고 ㅡㅡ
228,위드 코로나인데 밤 되면 서울 택시가 모두 사라지는 이유 
229,백신 부작용 많아서 별로 안 맞고 싶어 근데 방역 패스 적용 때문에 맞아야 하는 거면 청소년들에게만 학원에만 적용하지 말고 좀 더 유흥업소나 교회도 같이 적용해야 하는 거 아냐  그리고 돌아다니는 사람이 방역 패스 반대하는 건 웃긴데 어디 나가지도 않는 사람이 방역 패스 반대하는 건 그럴 수 있지 않나
230,  그것도 맞긴 한데 안전 성미 입증에 효과 부실한 백신으로 부스터 샷이랑 백신 패스 무작정 도입한 것도 좀 무리수인 거 같아서 저는 중립 쓰
231,백신 패스 제발 입구부터 큐 일이나 백신 확인서 들고 들어와라 진짜 목 아프다
232,오미크론에 백신 패스 의무적으로 다른 나라는  노란 딱지네요 강미은 방구석 외신    문 마적단 정부 국민들을 백신이란 명목으로 생체실험으로 죽음 르로이 몰고 있는 살인 정부
233,백신 패스 결사반대 열흘 만에 만명 동의 얻어낸 고의 국민 청원 
234,근데 백신 패스 말고 방역 패스로 시설 이용할 수 있지 않나
235,위드 코로나 외치던 애들은 괜찮나
236,추우니깐 태국 가고 싶다 위드 코로나로 진짜 태국 갈까 고민했는데 ㅅㅂ 변이라니 개짱 나네
237,야 당장 위드 코로나 그만두라고 너희들이 좋아하는 집합 금지 다시 하라고 일 명에 재택 치료 하라면서 위드 코로나
238,위드 코로나 시대 운동하는 법 걷기 댄스 골프까지 앱으로 합니다  출처  캐시 워크  네이버 포스트 
239,경찰차 회전 경고등 화이자 백신의 오미크론에 대한 효과는 오리지널 코이드에 비해 배 이상 낮을 것으로 추정 최초 실험실 테스트 결과 부스터 샷이고 지랄이고 다 집어치워 이제 일반 감기화한 거 가지고 무슨 패스를 하네 거리두기를 하네 개지랄 발광이야 분노 기호
240,국내 최소영 오미크론 감염 확인 정부 위드 코로나 중단 적극 검토 출처  동아일보  네이버 뉴스  
241,백신 패스 땜에 결국 차 예약 근데 전신마취 끝나자마자 차 맞게 생긴 월에 제가 안 보이면 죽은 걸로 아세요 네 안 죽음
242,백신 패스 분쇄 범국민운동 본부 전기협 원장님 홉킨스 전일 내과 강의
243,년 단계적 일상 회복 조정된 다중이용시설 등 방역지침 의무화 조치 안내 
244, 백신 패스 땜에 오늘 추가 자리 풀려서 취소하고 다시 잡으시는 게 어때요
245, 진짜 위드 코로나 돼버림ㅋㅋㅋ
