,text
159,"간호사친구도아까잇엇거든자리에..
내가콘서트취소되면자살한다하니까
대선까진계속위드코로나할거같다던데 그랫으먄젛겟다..ㅠ"
160,"11월 22일 23시 (11월 22일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 24 명
[재원 위중증] 515 명
[신규 입원자] 592 명
[오늘 확진자] 2,827 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
161,으 한국 위드코로나 한다고 하자마자 친구들 회식잡혀 곡소리 듣는데 진짜 끔찍하다..개저씨들은 왜그렇게 회식이 좋을까. 재택 하면서 뭔가 조사좀 했으면 많은이들이 회식이 없어서 너무 좋다는 것을 좀 알만도 할텐데?
162,"위드코로나 좋아하네.
백신 '안맞는 사람들' 부터
'맞았으니 막사는 사람'까지
대난리가 났는데

그러다 선을 넘어가면
다시 못돌려놓는다고.

진짜 지난 2년은 뭐 그냥
심심해서 다 틀어막은 줄 아나.

_ https://t.co/svZlyQhD16"
163,"위드코로나 라고 하더라도
기저질환자와 노령층은 너무나 위험한데
다들 긴장의 끈을 한번에 놓지 않길 바란다"
164,"@westcoast1ove ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
이재 위드코로나니까 가서 박살내주자
백새주 한병 시키고"
165,접종완료자도 부스터샷 안 맞으면 ‘백신패스’ 뺏기나… “백신 강제 부당해” https://t.co/c6hNLJyt3C
166,"외국 동포 등 조기적응프로그램 대면 교육 재개 
법무부에서는 방역 강화차원에서 ’21. 7. 8.부터 대면교육을 전면 중단하였으나 한국의 코로나 방역 대응이 단계적 일상회복 체계로 전환되고 교육재개에 대한 문의가 계속되어 대면교육을 부분적으로 재개함을 알려드https://t.co/TqdqRkjgPF"
167,"@nanaolulu 코로나 시국 잘 넘기나했는데
위드코로나 넘어가기 무섭게
저의 공간을 비집고 들어올줄은 몰랐어요 

몸도 몸인데
마음이 더 힘든 병이네요 ㅠㅠ"
168,"샤이니 키 (SHINee Key), '데뷔 13년 차도 어색한 위드코로나 콘서트' (월드케이팝콘서트) #NewsenTV https://t.co/SZ4JGABLbg - @YouTube"
169,@ingging_ 헉 맞어 내 오프 내 방청 내 시상식 악 내 백신패스.. 예약 갈길까
170,위드코로나시대에 수요폭발 중인 컨벤션... https://t.co/2XmOoD1wXj
171,"📢 #코로나19 #경북 관리 현황 알림(11. 15. 0시 기준)

➡경북 총 확진자 10,369명(전일대비 +34명 발생)

[위드코로나 일상회복 1단계(11.1~)]
✔다중이용시설 24시간 영업 가능(유흥시설 제외*)
*인구 10만명 이하 12개 군 예외
✔사적모임 접종여부 상관없이 12명까지 허용 https://t.co/wSqx2I3faZ"
172,1단계부터 너무 풀었나..위드코로나 속도 조절론 '솔솔' |https://t.co/L0lL1oboC3
173,나더 공부해야되닌디 백신 찬스로 패스
174,"@himmel_mktlvr 그냥 내년에도 비대면 위드 코로나 하자
학교 통학하기 힘들다아아아"
175,"법원도서관, '나에게 꼭 맞는 혼인생활 정리 방법' 법률소양강좌 - 법원도서관(관장 유상재)는 지난 17일 '나에게 꼭 맞는 혼인생활 정리 방법'을 주제로 법률소양강좌를 개최했다. 이번 소양강좌는 '위드 코로나' 시... https://t.co/Ky3gfPh6mg"
176,ㅋㅋㅋ 백신 2차 까지 맞아도 코로나에 완벽하게 안정한 것도 아니면서 패스는 무슨 말이냐고...
177,위드코로나 개작살로 깨지는거구나.징글징글
178,근데 띄어앉기 안 하고 뭐 먹으면 백신패스관이 더 구린 거 아닌가 싶기도... 하지만 일단 백신패스관으로 간다
179,"@PD_1972 @SevgiliDostum2 @ProfKarolSikora 이것을 사람들에게, 지금은 아이들에게까지 맞도록 강요하는 것은 끔찍한 일입니다 저는 다시 한번 의사들에게 호소합니다. 효과적인 치료제들을 사람들에게 처방 하시라고. 그린 패스? 그것은 백신을 맞게 하려는 마케팅일 뿐입니다. 우리가 음모론자라구요? 아니요. 음모를 꾸미는것은 그들입니다."
180,만약 북미나 유럽 VCR 틀거면 우리 단계적 일상회복이랑 비교해서 우리는 왜 이런 점진적 변화를 하는지를 조명해야지 어휴
181,진짜 짱난다 위드 코로나 하자마자 다들 회식하고 난리더니 이럴줄 알았지 ㅜㅜ
182,"문 대통령 ＂단계적 일상회복 기뻐…민생경제·소상공인 영업에 활기＂ (출처:더팩트) https://t.co/j80LYXBWNu

💙좋아요💙
https://t.co/Yua2PTRUAZ

文대통령 ＂재난지원금 어려운 분들 먼저, 내각 판단 신뢰한다＂ (출처:노컷뉴스) https://t.co/jb5LtSFMOI

💙좋아요💙
https://t.co/zLPnzY6wub"
183,@daljaeh 사람들 슴스 예약으로 아는데 위드코로나라 11월 이후 부터 그냥 출입임… (지난주에 갔다옴)
184,@ogoolife 위드코로나를 왜 하냐고 진짜 하
185,"하루 확진 4000명 육박 역대 최다... 위드코로나 일시중단 기로

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
186,'위드 코로나' 영향…매년 늘던 배달앱 이용자 꺾였다 이후 배달앱 이용자 7.3%↓…외식수요 증가 영향 https://t.co/g5I5GieB1W
187,"코로나19대책전문위원회가
부스터 샷 접종을 권고했다.

위원회 ""단계적 일상회복 정책으로
코로나19 유행이 심각한 수준이다.
추가 접종이 요구되고 있다.
백신 접종은 환자 발생과 중증 사망률을 감소시킨다.""

백신 접종 반대하는 수구꼴통들은
모조리 능지처참해야 한다.
https://t.co/0bTk39vEM0"
188,"방대본은 18일 0시 기준 코로나 확진자 수가 3292명(국내 3272명, 국외유입 20명)이라고 밝혔다. 코로나 유행 이후 가장 많다. 이전까지 가장 많은 신규 확진자가 나왔던 건 단계적 일상 회복을 앞두고 추석 연휴 동안 이동량이 증가한 효과가 나타났던 9월25일 3270명이었다.
https://t.co/mydhlHcsQZ"
189,개인 가게면 그나마 양심 차려서 내리는 곳도 잇는데 안 내리는 곳도 왕왕 이잖아. 영화값 지금 할인 하는 것도 정부 지원 받아서 할인하는거지 오오 우리 단계적 일상회복이니까 대기업답게 할인해주겟어요~ 이지랄하는거냐고 ㅋㅋㅋㅋ
190,특별관이라 자리도 겁나 많은데 굳이 따닥붙어서 예매하고 지랄이야🤬 오픈할때 예매해서 피할수 있었잖아 🤬🤬 백신패스관이라 먹는것도 가능한데 🤬🤬🤬
191,위드코로나라고 하니까 마스크 벗고 지랄난거 아녀?? 내가 한국에 있는게 아니라 잘 모르겠지만 https://t.co/qw80PZ9MQl
192,@Dan0208_ ㅠㅠㅠㅠㅠ진짜 빡쳐여....회사 확진자 나와서 밀접접촉은 아닌데 줄줄이 다 엮일거같아 선제검사 받고 퇴근중입니다 ..... 하 진짜 이게 무슨 민폐짓인지....심지어 확진자 부서 어제 회식했다고^.^ 위드코로나를 아주 충실히 실행중이세요.....딥빡...
193,역시 위드코로나... 정말 함께하는구나
194,"11월 18일 13시 (11월 18일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 29 명
[재원 위중증] 506 명
[신규 입원자] 566 명
[오늘 확진자] 3,292 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
195,"[세계 어린이의 날]
위드코로나의 시작,
아이들의 아픔을 돌아봐야 할 시점입니다!

#세계어린이의날 #아동지원 #프렌즈 #러브에프엔씨 #World_Childrens_Day #ADVOCACY #FRIENDS #LOVEFNC #ForTheWorldWhereEveryChildisLoved https://t.co/sAqXH313XI"
196,"@For_U_WON 뭐야 아직 위드코로나아니야 ..? 5~6시에 한참이라뇨 ,,,, 우리언니살려죠"
197,위드코로나 효과로 감염자 4000명 축하합니다 🤣🤣🤣
198,위드 코로나로 갈 때 이미 어느 정도 예견되었던 사항이다 근데 지금 언론은 두려움과 공포를 조장하고 있다... 지금 언론이 할 일은 공포나 두려움 조장이 아니라 이 상황을 덜 수 있게 정부 정책을 전달하고 주의하도록 하는 전달자 역할을 해야지 ㅋㅋ
199,"[빠띠X열린소통포럼]
🍀제9차 열린소통포럼🍀국민과 함께하는 단계적 일상회복 방안

우리나라도 차근히 코로나 이전의 일상으로 돌아갈 준비를 하기 시작했어요.

일상을 향한 첫걸음, '단계적 일상회복'
여러분은 단계적 일상회복에 대해 얼마나 알고 계신가요? https://t.co/3YBu9z23y2"
200,"신규확진자 4천명 대. 미접종자들 모여서 김장하는 바람에 2백여명 감염돼. 
이와중에 전면등교. 
위드 코로나라고 해도 어지간한 숫자로 위드 해야지."
201,대구 전통시장 세일페스타로 ‘위드코로나’를 향한 첫 걸음 https://t.co/5PMOIeRyWc
202,"ㅅㅂ,,, 원래 백신패스관 청소년 그냥 입장 가능햇는데 
15일부터 바뀐 듯
이놈들아 청소년이 10월 18일부터 접종을 시작했는데
2차 접종 후 14일 이후인 애들만 받으면
관람할 수 있는 애들이 없어
1차 접종 후 3주 + 2차 접종 후 2주
..."
203,"'12~17세' 백신 예약 연장…""다중이용시설 방역패스 검토"" | 사회 : 네이트 뉴스 https://t.co/EoDQcmVbGA"
204,"정부 ""코로나19 백신 임상 참여하면 '방역패스' 예외 인정"" https://t.co/PlFa9xJU2z"
205,"'위드 코로나'시대 운동하는 법! 걷기·댄스·골프까지, 앱으로 합니다!  (출처 : 캐시워크 | 네이버 포스트) https://t.co/GxJzXRiGnU"
206,수험장이 나온 고삼 친구들에게 코로나 시국 수능을 봤던 내가 말을 전하자면 물병 꼭 챙겨가세요 위드코로나여도 아직 시국이 시국인지라 개수대 막아놨을 거임... 필통은 굳이 안가져가도 되고 환기시킨다고 창가 통하는 자리는 진짜 추우니까 옷 따숩게 입구 겉옷은 불편하다고 보통은 벗어두니까!
207,@taizhi_jp 그렇더라구요! 작년에는 코로나 대책으로 모든책상 칸막이가 설치 되었지만 위드코로나 정책으로 칸막이 다 없앴다고 하네요.
208,"아씨발또라이들진짜빡치네
백신패스관ㄹㄹㅁㄹㄹ2ㄹㄹㅁㄹㅁㄹㅎ2ㄹ3ㅇㄹ3ㄹ3ㅇㅊㅈㅎㅁㅎㅁㅎㄴㅎㅎㅈㅎㅂㅎㅎㄹㄴ https://t.co/jdcD70KaT6"
209,"코로나 환자가 늘어난다고 하는데..
위드코로나로 마스크를 안쓰고 다닌다
제발 마스크는 착용합시다"
210,"그래서 중증은 몇명인데요.. 단계적 일상회복 단계에서 확진자 수가 느는건 당연한거고,,"
211,"@vB38GZTIlZJgqvz ‘코로나19 방역체계 개편’에 대한 국민 의견을 수렴한 결과, 1차 백신 이상 접종자 1,902명 중 77%가 백신패스(접종증명·음성확인제)를 찬성하는 것으로 나타났습니다. 자세한 내용을 확인해 보아요~"
212,"[포토]대한민국 백신패스반대 세계시민 걷기대회 모습(World Wide Rally for Freedom)https://t.co/DUa6lEb2J1

11.20, 세행연, 서울 부산 대전 행사
전세계 백신패스반대 집회 수개월째 진행 중
플로리다주,백신접종의무화 금지 법제화
강남역집회에 백신패스 반대 운동이 함께 한다."
213,"위드 코로나 훈풍, 연말 성과급 7년대 최고..1인당 ‘202만원’  / 브레이크뉴스  https://t.co/RNkZTciZp7"
214,@X_iwaizumi 나 친구가 보여준 클립? 같은 짧은것들만 봤오 ㅋㅋㅋㅋ 아직 첨부터 보지는 않았다 히히 그 약간 징그러움에 아직 적응을 몬해가지궄ㅋㅋㅋㅋㅋ 갸아악 귀여움 받아벌여써&gt;/////&lt;💓💓💓💓 나두나두ㅠㅠ 하 위드 코로나랫지 코로나 평생 끌어안고 가자는거 아닌데 이번에 확진자 또 터져가지구ㅠㅠ 휴
215,"오늘 포항에서 불빛축제 하는데
저지랄낫나봅니돠
아이고 위드코로나라고 증말 https://t.co/KmvqAjGWI4"
216,"위드코로나 시대, K-바이오의 미래..GBF 2021 오늘 개막 https://t.co/21kDst2ALC 24일 서울 롯데호텔..'방역 전략·항암기술' 한자리에
로버트 레드필드 美 전 질병통제예방센터 국장 기조발표"
217,"""KF94 안쓰면 출입 못해요"" 위드코로나 실패 일본 정부의 폭탄발표에 제대로 열받은 일본 자영업자들 한국 마스크로 대형사고 쳐버... https://t.co/OtMG0ejc6S 출처 @YouTube"
218,건방진년.. 백신패스관 가려고했는데 저년이 너무얄밉네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/KQOfdvmVxd
219,요즘 다중이용시설에 백신패스 수준으로 출입제한한 곳이 많은데 그거 까면서 백신안맞은게 자랑인가? 다들 입없어서 뇌없어서 맞나?
220,"백신패스관 좋더라..
입 심심할까봐 과자 가져갔는데
드루이그보다 내가 더 마니 처먹고 있어서 좀 민망했움"
221,"위드코로나로 애플스토어 출입제한 좀 널널해진듯...

이젠 앞에서 줄서서 대기하지 않아도 되고
당일 방문도 현장예약 할필요도 없음"
222,@season_season25 있어~!! 요즘 위드코로나라서ㅋㅋㅋㅋㅋㅋㅋ
223,위드코로나 ㅇㅈㄹ... https://t.co/DBrIzRwBDp
224,@steelbreak 할로윈하고도 시기 겹치기도 하고 위드코로나니 뭐니 회식하면서 폭발적으로 늘어난거 같네요ㅇ&lt;-&lt;
225,그니까 누가 할로윈 때 위드 코로나 하라 햇냐고 https://t.co/0A7DutcMkg
226,"그러네... 에이스 양도 받을 거면 백신패스 혹은 pcr 음성 확인서 내야하니까
진짜 위험하겠당... 닌 어차피 못 갈 것 같긴 해 근데"
227,"@ku_ro_mi______ 백신패스 없어서 노래방 못 가서 넘 슬프구먼 ,,"
228,@MX_0514805 지금 서울은 일반관같은데?? 수원에는 백신패스관 써있고 서울은 없어
229,백신패스 때문에 집계가 더 확실해진듯하죠.. https://t.co/K69oI0Lx8H
230,"@buta_niku_421 진짜 식당갈 때 마다 가챠에요. 위드 코로나라고 가림막도 없애고 직장인들 빽빽하게 앉아서 밥 먹는데….
으…………. ㅋ ㅋ…ㅋ….."
231,@hEllo_sExEr_ 우리는 백신패스라고 해서 다 안 맞으면 못 들어가던데...ㅠ
232,"@melon 작년 그 영상들을 보면서 아 진짜 이번 멜뮤 꼭 가고 싶다라고 생각했는데 갑자기 코로나가 확산되면서 온라인이 되버려 눈물을 머금으며 봤지만 20년 멜뮤 방탄은 또 레전드를 찍어 눈물이 ㅠㅠ
근데 이번에 위드코로나가 시작되며 멜뮤에 갈 수 있는 기회가 생겨 너무 기뻐요 😭"
233,"불안한 위드코로나속 NSC결정으로 저기 견학시키는게 그렇게 시급하고 중요한 일인가? 대가리속에 오직 북! 북! 북! 

[속보] 靑 NSC ＂30일 판문점 견학 재개, 위드 코로나 맞춰 확대＂ 

(출처 : 매일신문 | 네이버 뉴스) https://t.co/emUGR9OCqO https://t.co/ZMQYANOYop"
234,"회사에서 한국 출장 꼭 가야 겠냐며...
가지말란 소리가 서서히 나오고 있다...

올게 온다, 오늘 4000명 또 신기록 문재인 정부 위드코로나 접나 
https://t.co/JFqrUFvV7l"
235,"짧은 그린 패스(빠른 면봉 없음), 3차 접종 코비드 백신: 크리스마스에 대한 정부의 계획. 그러나 이것은 그들이 모든 것을 존중한다는 그린 패스를 보여줍니다."
